"","filename","variable","group_id","mean","sd","n","r","se","error_type","plot_type"
"24","Col(2003)_HornL_Time.png","","Point 12 ",1988.35504885993,NA,NA,NA,0,"se","xy_mean_error"
"25","Col(2003)_HornL_Time.png","Horn length (cm)","Point 13 ",63.5526340886166,NA,NA,NA,1.97368421052629,"se","xy_mean_error"
"26","Col(2003)_HornL_Time.png","","Point 13 ",1989.2671009772,NA,NA,NA,0,"se","xy_mean_error"
"27","Col(2003)_HornL_Time.png","Horn length (cm)","Point 14",59.605265667564,NA,NA,NA,6.9078947368421,"se","xy_mean_error"
"28","Col(2003)_HornL_Time.png","","Point 14",1990.0651465798,NA,NA,NA,0,"se","xy_mean_error"
"29","Col(2003)_HornL_Time.png","Horn length (cm)","Point 15",61.5789498780903,NA,NA,NA,0.986842105263165,"se","xy_mean_error"
"30","Col(2003)_HornL_Time.png","","Point 15",1990.97719869707,NA,NA,NA,0,"se","xy_mean_error"
"31","Col(2003)_HornL_Time.png","Horn length (cm)","Point 16 ",54.0131604044061,NA,NA,NA,1.64473684210525,"se","xy_mean_error"
"32","Col(2003)_HornL_Time.png","","Point 16 ",1991.77524429967,NA,NA,NA,0,"se","xy_mean_error"
"33","Col(2003)_HornL_Time.png","Horn length (cm)","Point 17 ",59.276318299143,NA,NA,NA,1.64473684210526,"se","xy_mean_error"
"34","Col(2003)_HornL_Time.png","","Point 17 ",1992.57328990228,NA,NA,NA,0,"se","xy_mean_error"
"35","Col(2003)_HornL_Time.png","Horn length (cm)","Point 18",59.2763107701352,NA,NA,NA,1.64473684210527,"se","xy_mean_error"
"36","Col(2003)_HornL_Time.png","","Point 18",1993.48534201954,NA,NA,NA,0,"se","xy_mean_error"
"37","Col(2003)_HornL_Time.png","Horn length (cm)","Point 19 ",59.605265667564,NA,NA,NA,1.64473684210526,"se","xy_mean_error"
"38","Col(2003)_HornL_Time.png","","Point 19 ",1994.51140065147,NA,NA,NA,0,"se","xy_mean_error"
"39","Col(2003)_HornL_Time.png","Horn length (cm)","Point 20 ",47.4342130359851,NA,NA,NA,2.63157894736841,"se","xy_mean_error"
"40","Col(2003)_HornL_Time.png","","Point 20 ",1995.30944625407,NA,NA,NA,0,"se","xy_mean_error"
"41","Col(2003)_HornL_Time.png","Horn length (cm)","Point 21 ",45.4605288254588,NA,NA,NA,0.98684210526315,"se","xy_mean_error"
"42","Col(2003)_HornL_Time.png","","Point 21 ",1996.10749185668,NA,NA,NA,0,"se","xy_mean_error"
"43","Col(2003)_HornL_Time.png","Horn length (cm)","Point 22",46.776318299143,NA,NA,NA,3.61842105263158,"se","xy_mean_error"
"44","Col(2003)_HornL_Time.png","","Point 22",1997.81758957655,NA,NA,NA,0.114006514658058,"se","xy_mean_error"
"45","Col(2003)_HornL_Time.png","Horn length (cm)","Point 23 ",51.7105288254587,NA,NA,NA,0.986842105263165,"se","xy_mean_error"
"46","Col(2003)_HornL_Time.png","","Point 23 ",1998.72964169381,NA,NA,NA,0,"se","xy_mean_error"
"47","Col(2003)_HornL_Time.png","Horn length (cm)","Point 24 ",47.7631604044061,NA,NA,NA,1.31578947368422,"se","xy_mean_error"
"48","Col(2003)_HornL_Time.png","","Point 24 ",1999.64169381107,NA,NA,NA,0,"se","xy_mean_error"
"49","Col(2003)_HornL_Time.png","Horn length (cm)","Point 25 ",38.2236867201956,NA,NA,NA,0.986842105263165,"se","xy_mean_error"
"50","Col(2003)_HornL_Time.png","","Point 25 ",2000.55374592834,NA,NA,NA,0,"se","xy_mean_error"
"51","Col(2003)_HornL_Time.png","Horn length (cm)","Point 26 ",53.6842130359851,NA,NA,NA,4.27631578947367,"se","xy_mean_error"
"52","Col(2003)_HornL_Time.png","","Point 26 ",2002.26384364821,NA,NA,NA,0,"se","xy_mean_error"
"53","Corlatti(2017)_HornL_Yearofcull.jpg","Year","Corlatti_HornS",2005.94422799107,4.4795948316449,318,-0.0551506830627734,0.25120320432011,"sd","scatterplot"
"54","Corlatti(2017)_HornL_Yearofcull.jpg","Length (cm)","Corlatti_HornS",15.5933279555907,2.09345470176234,318,-0.0551506830627734,0.117395110260139,"sd","scatterplot"
"55","Garel(2007)_appdC_hornL_year_age5.png","","Garel_2007_age5",1981.59632776103,8.5222245879507,82,-0.565797905085094,0.941122266799976,"sd","scatterplot"
"56","Garel(2007)_appdC_hornL_year_age5.png","Horn Length (cm)","Garel_2007_age5",64.9766210071399,8.33024564519184,82,-0.565797905085094,0.919921739176879,"sd","scatterplot"
"57","Garel(2007)_appdC_hornL_year_age6.png","Year","Garel_2007_age6",1984.65362969415,8.91243433692059,63,-0.748430752173317,1.12286118246118,"sd","scatterplot"
"58","Garel(2007)_appdC_hornL_year_age6.png","Horn Length (cm)","Garel_2007_age6",64.9542130830087,7.74095400635372,63,-0.748430752173317,0.975268533866717,"sd","scatterplot"
"59","Garel(2007)_appdC_hornL_year_age7.png","Year","Garel_2007_age7",1986.67000400481,9.41484879957907,77,-0.618782802598844,1.07292159648036,"sd","scatterplot"
"60","Garel(2007)_appdC_hornL_year_age7.png","Horn Length (cm)","Garel_2007_age7",65.8746443892554,6.5861268746507,77,-0.618782802598844,0.750558815271507,"sd","scatterplot"
"61","Garel(2007)_appdC_hornL_year_age8.png","Year","Garel_2007_age8",1985.7150997151,8.76117572220291,65,-0.571343065552579,1.08669010539285,"sd","scatterplot"
"62","Garel(2007)_appdC_hornL_year_age8.png","Horn Length (cm)","Garel_2007_age8",69.6860405808727,7.30085302053943,65,-0.571343065552579,0.905559366677429,"sd","scatterplot"
"63","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P1",610.93749627471,NA,NA,NA,11.71875,"se","xy_mean_error"
"64","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P1",1939.6449704142,NA,NA,NA,0,"se","xy_mean_error"
"65","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P2",605.078132450581,NA,NA,NA,7.8125,"se","xy_mean_error"
"66","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P2",1956.21301775148,NA,NA,NA,0,"se","xy_mean_error"
"67","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P3",608.984360098839,NA,NA,NA,7.8125,"se","xy_mean_error"
"68","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P3",1960.94674556213,NA,NA,NA,0,"se","xy_mean_error"
"69","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P4",601.17187872529,NA,NA,NA,5.859375,"se","xy_mean_error"
"70","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P4",1963.31360946746,NA,NA,NA,0,"se","xy_mean_error"
"71","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P5",595.3125,NA,NA,NA,5.859375,"se","xy_mean_error"
"72","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P5",1965.68047337278,NA,NA,NA,0,"se","xy_mean_error"
"73","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P6",601.171875,NA,NA,NA,5.859375,"se","xy_mean_error"
"74","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P6",1967.45562130178,NA,NA,NA,0,"se","xy_mean_error"
"75","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P7",603.125,NA,NA,NA,5.859375,"se","xy_mean_error"
"76","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P7",1969.23076923077,NA,NA,NA,0,"se","xy_mean_error"
"77","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P8",605.078125,NA,NA,NA,7.8125,"se","xy_mean_error"
"78","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P8",1971.59763313609,NA,NA,NA,0,"se","xy_mean_error"
"79","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P9",605.078125,NA,NA,NA,9.765625,"se","xy_mean_error"
"80","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P9",1973.37278106509,NA,NA,NA,0,"se","xy_mean_error"
"81","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P10",603.125,NA,NA,NA,3.90625,"se","xy_mean_error"
"82","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P10",1976.33136094675,NA,NA,NA,0,"se","xy_mean_error"
"83","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P11",605.078125,NA,NA,NA,7.8125,"se","xy_mean_error"
"84","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P11",1978.69822485207,NA,NA,NA,0,"se","xy_mean_error"
"85","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P12",605.078125,NA,NA,NA,9.765625,"se","xy_mean_error"
"86","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P12",1981.65680473373,NA,NA,NA,0,"se","xy_mean_error"
"87","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P13",595.3125,NA,NA,NA,7.8125,"se","xy_mean_error"
"88","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P13",1985.79881656805,NA,NA,NA,0,"se","xy_mean_error"
"89","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P14",603.125,NA,NA,NA,5.859375,"se","xy_mean_error"
"90","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P14",1988.7573964497,NA,NA,NA,0,"se","xy_mean_error"
"91","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P15",599.218744412065,NA,NA,NA,5.859375,"se","xy_mean_error"
"92","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P15",1992.30769230769,NA,NA,NA,0,"se","xy_mean_error"
"93","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P16",601.17187127471,NA,NA,NA,11.71875,"se","xy_mean_error"
"94","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P16",1994.08284023669,NA,NA,NA,0,"se","xy_mean_error"
"95","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P17",603.12499254942,NA,NA,NA,7.8125,"se","xy_mean_error"
"96","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P17",1995.85798816568,NA,NA,NA,0,"se","xy_mean_error"
"97","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P18",603.12499627471,NA,NA,NA,7.8125,"se","xy_mean_error"
"98","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P18",1997.63313609467,NA,NA,NA,0.591715976331443,"se","xy_mean_error"
"99","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P19",599.21875,NA,NA,NA,5.859375,"se","xy_mean_error"
"100","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P19",1999.40828402367,NA,NA,NA,0,"se","xy_mean_error"
"101","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P20",599.21875,NA,NA,NA,5.859375,"se","xy_mean_error"
"102","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P20",2001.77514792899,NA,NA,NA,0,"se","xy_mean_error"
"103","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P21",603.125,NA,NA,NA,7.8125,"se","xy_mean_error"
"104","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P21",2003.55029585799,NA,NA,NA,0,"se","xy_mean_error"
"105","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Antler size (cm)","AYM_P22",610.9375,NA,NA,NA,5.859375,"se","xy_mean_error"
"106","MA_Strucsize_Year_Mon(2013)_AY_moose.jpg","Year","AYM_P22",2006.50887573965,NA,NA,NA,0,"se","xy_mean_error"
"107","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P1",1105.72519083969,NA,NA,NA,15.2671755725189,"se","xy_mean_error"
"108","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P1",1948.52071005917,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"109","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P2",1099.61832061069,NA,NA,NA,13.7404580152672,"se","xy_mean_error"
"110","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P2",1955.02958579882,NA,NA,NA,0.591715976331443,"se","xy_mean_error"
"111","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P3",1085.87786259542,NA,NA,NA,16.793893129771,"se","xy_mean_error"
"112","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P3",1957.39644970414,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"113","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P4",1095.03814464307,NA,NA,NA,16.793893129771,"se","xy_mean_error"
"114","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P4",1958.5798816568,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"115","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P5",1095.03814464307,NA,NA,NA,15.2671755725191,"se","xy_mean_error"
"116","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P5",1959.76331360947,NA,NA,NA,0.591715976331443,"se","xy_mean_error"
"117","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P6",1085.87783929956,NA,NA,NA,9.16030534351148,"se","xy_mean_error"
"118","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P6",1960.3550295858,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"119","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P7",1095.03817958686,NA,NA,NA,13.7404580152672,"se","xy_mean_error"
"120","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P7",1962.13017751479,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"121","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P8",1111.83207271663,NA,NA,NA,15.2671755725191,"se","xy_mean_error"
"122","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P8",1963.31360946746,NA,NA,NA,0.591715976331443,"se","xy_mean_error"
"123","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P9",1091.98474447236,NA,NA,NA,12.2137404580153,"se","xy_mean_error"
"124","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P9",1965.08875739645,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"125","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P10",1117.93894294564,NA,NA,NA,16.793893129771,"se","xy_mean_error"
"126","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P10",1966.27218934911,NA,NA,NA,0.591715976331443,"se","xy_mean_error"
"127","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P11",1104.19848493037,NA,NA,NA,21.3740458015268,"se","xy_mean_error"
"128","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P11",1967.45562130177,NA,NA,NA,0,"se","xy_mean_error"
"129","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P12",1091.98470952857,NA,NA,NA,12.2137404580153,"se","xy_mean_error"
"130","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P12",1969.23076923077,NA,NA,NA,0,"se","xy_mean_error"
"131","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P13",1095.03814464307,NA,NA,NA,13.7404580152672,"se","xy_mean_error"
"132","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P13",1972.18934911243,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"133","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P14",1110.30533186352,NA,NA,NA,18.320610687023,"se","xy_mean_error"
"134","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P14",1976.92307692308,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"135","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P15",1098.09161470137,NA,NA,NA,16.793893129771,"se","xy_mean_error"
"136","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P15",1978.69822485207,NA,NA,NA,0,"se","xy_mean_error"
"137","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P16",1087.4045918006,NA,NA,NA,9.16030534351148,"se","xy_mean_error"
"138","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P16",1980.47337278107,NA,NA,NA,0,"se","xy_mean_error"
"139","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P17",1091.98473864839,NA,NA,NA,10.6870229007634,"se","xy_mean_error"
"140","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P17",1982.24852071006,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"141","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P18",1090.45800361924,NA,NA,NA,21.3740458015268,"se","xy_mean_error"
"142","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P18",1984.02366863905,NA,NA,NA,0,"se","xy_mean_error"
"143","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P19",1079.77098654245,NA,NA,NA,12.2137404580153,"se","xy_mean_error"
"144","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P19",1985.20710059172,NA,NA,NA,0,"se","xy_mean_error"
"145","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P20",1093.51145038168,NA,NA,NA,13.7404580152672,"se","xy_mean_error"
"146","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P20",1986.39053254438,NA,NA,NA,0,"se","xy_mean_error"
"147","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P21",1091.98474447236,NA,NA,NA,15.2671755725191,"se","xy_mean_error"
"148","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P21",1987.57396449704,NA,NA,NA,0.591715976331443,"se","xy_mean_error"
"149","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P22",1090.45802691511,NA,NA,NA,15.2671755725191,"se","xy_mean_error"
"150","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P22",1989.34911242604,NA,NA,NA,0.591715976331443,"se","xy_mean_error"
"151","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P23",1087.4045918006,NA,NA,NA,13.740458015267,"se","xy_mean_error"
"152","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P23",1990.5325443787,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"153","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P24",1085.87787424335,NA,NA,NA,10.6870229007636,"se","xy_mean_error"
"154","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P24",1991.71597633136,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"155","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P25",1091.98474447236,NA,NA,NA,9.16030534351148,"se","xy_mean_error"
"156","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P25",1992.30769230769,NA,NA,NA,0.591715976331443,"se","xy_mean_error"
"157","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P26",1096.56489714411,NA,NA,NA,13.740458015267,"se","xy_mean_error"
"158","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P26",1993.49112426036,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"159","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P27",1079.77100401434,NA,NA,NA,7.6335877862598,"se","xy_mean_error"
"160","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P27",1995.26627218935,NA,NA,NA,0,"se","xy_mean_error"
"161","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P28",1079.77098071848,NA,NA,NA,13.740458015267,"se","xy_mean_error"
"162","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P28",1997.04142011834,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"163","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Antler Length (cm)","BGC_P29",1088.93129388795,NA,NA,NA,12.2137404580153,"se","xy_mean_error"
"164","MA_Strucsize_Year_Mon(2013)_BG_Caribo.jpg","Year","BGC_P29",2001.77514792899,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"165","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Antler size (cm)","CM_P1",538.461538461538,NA,NA,NA,11.5384615384617,"se","xy_mean_error"
"166","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Year","CM_P1",1924.85207100592,NA,NA,NA,1.18343195266266,"se","xy_mean_error"
"167","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Antler size (cm)","CM_P2",525.000003667978,NA,NA,NA,7.69230769230762,"se","xy_mean_error"
"168","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Year","CM_P2",1953.25443786982,NA,NA,NA,0.591715976331216,"se","xy_mean_error"
"169","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Antler size (cm)","CM_P3",530.769234437209,NA,NA,NA,7.69230769230762,"se","xy_mean_error"
"170","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Year","CM_P3",1957.39644970414,NA,NA,NA,0.591715976331443,"se","xy_mean_error"
"171","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Antler size (cm)","CM_P4",530.769235354204,NA,NA,NA,9.61538461538453,"se","xy_mean_error"
"172","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Year","CM_P4",1960.3550295858,NA,NA,NA,0.591715976331443,"se","xy_mean_error"
"173","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Antler size (cm)","CM_P5",521.153860825759,NA,NA,NA,5.76923076923072,"se","xy_mean_error"
"174","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Year","CM_P5",1962.72189349112,NA,NA,NA,0.591715976331443,"se","xy_mean_error"
"175","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Antler size (cm)","CM_P6",523.076923076923,NA,NA,NA,5.76923076923072,"se","xy_mean_error"
"176","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Year","CM_P6",1965.68047337278,NA,NA,NA,0,"se","xy_mean_error"
"177","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Antler size (cm)","CM_P7",521.153860825759,NA,NA,NA,5.76923076923072,"se","xy_mean_error"
"178","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Year","CM_P7",1966.86390532544,NA,NA,NA,0,"se","xy_mean_error"
"179","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Antler size (cm)","CM_P8",525.000014671913,NA,NA,NA,3.8461538461537,"se","xy_mean_error"
"180","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Year","CM_P8",1968.63905325444,NA,NA,NA,0.591715976331443,"se","xy_mean_error"
"181","MA_Strucsize_Year_Mon(2013)_C_moose.jpg","Antler size (cm)","CM_P9",530.769245441144,NA,NA,NA,5.76923076923049,"se","xy_mean_error"
